编号,名字,别名,世代,种族,属性,装备凹槽,消耗容量,成长,退化,进化,进化条件,Lv.1数值,Lv.99数值,SS,必杀技,继承技
296,钢铁悟空兽,金属猿猴兽,究极体,病毒,土,3,18,铁壁,"['陨石兽', '悟空兽', '黑帝鼻涕兽', '火山兽']",[],"('等级：45', 'HP：', 'SP：100', 'ATK：120', 'DEF：140', 'INT：', 'SPD：', '友情：', '才能：20', '')","('HP：1000', 'SP：75', 'ATK：90', 'INT：45', 'DEF：125', 'SPD：85')","('HP：2270', 'SP：182', 'ATK：178', 'INT：133', 'DEF：252', 'SPD：163')","('强化猴子装', '受到的物理伤害减少15%。')","[('蕉皮滑行', '对敌方单体发动威力115的暗属性魔法攻击，并有80%的机率使对方眩晕。')]","['Lv.疾速逃脱', 'Lv.智能破坏力场', 'Lv.地牛翻身Ⅱ', 'Lv.遗失锁链', 'Lv.地牛翻身Ⅲ']"
297,钢铁加鲁鲁兽,,究极体,资料,水,3,18,速度,"['祖顿兽', '麒麟兽', '兽人加鲁鲁']",['奥米加兽'],"('等级：55', 'HP：', 'SP：', 'ATK：130', 'DEF：120', 'INT：', 'SPD：150', '友情：80', '才能：20', '')","('HP：700', 'SP：90', 'ATK：105', 'INT：80', 'DEF：80', 'SPD：115')","('HP：1580', 'SP：197', 'ATK：203', 'INT：178', 'DEF：178', 'SPD：242')","('野性的鼓动', 'SPD提升15%。')","[('优雅十字冻结者', '对敌方全体发动2次威力45的水属性物理攻击。'), ('绝对冷冻气', '对敌方单体发动水属性威力115的魔法攻击。使对方25%机率麻痹。')]","['Lv.寒冰之箭Ⅲ', 'Lv.灵气', 'Lv.速度填充力场', 'Lv.音速空洞Ⅲ', 'Lv.大海波浪Ⅲ']"
298,钢铁加鲁鲁兽（黑）,,究极体,病毒,雷,3,18,防御,"['分子兽', '拉比兽', '兽人加鲁鲁', '黑兽人加鲁鲁']",['黑奥米加兽'],"('等级：55', 'HP：', 'SP：', 'ATK：', 'DEF：135', 'INT：', 'SPD：125', '友情：', '才能：20', '')","('HP：700', 'SP：79', 'ATK：110', 'INT：80', 'DEF：110', 'SPD：91')","('HP：1680', 'SP：177', 'ATK：217', 'INT：187', 'DEF：237', 'SPD：169')","('威吓', '发动攻击时，有10%的机率使对方眩晕。')","[('优雅十字冻结者', '对敌方全体发动2次威力45的水属性物理攻击。'), ('加鲁鲁战斧', '对敌方单体发动威力140的无属性物理攻击，必定命中。')]","['Lv.闪电坠击Ⅱ', 'Lv.寒冰之箭Ⅲ', 'Lv.天国闪电Ⅲ', 'Lv.速度破坏力场', 'Lv.闪电坠击Ⅲ']"
299,钢铁海龙兽,,究极体,资料,水,3,18,魔防,"['千兆龙兽', '巨鲸兽', '超海龙兽']",['启示录兽'],"('等级：50', 'HP：', 'SP：120', 'ATK：', 'DEF：120', 'INT：120', 'SPD：', '友情：', '才能：20', '')","('HP：900', 'SP：90', 'ATK：60', 'INT：105', 'DEF：90', 'SPD：85')","('HP：1970', 'SP：207', 'ATK：138', 'INT：232', 'DEF：188', 'SPD：173')","('不可思议的鳞片', '无效基本状态下降效果。')","[('究极波浪炮', '对敌方单体发动威力130的水属性魔法攻击。')]","['Lv.发电水流Ⅲ', 'Lv.大海波浪Ⅱ', 'Lv.攻击破坏力场', 'Lv.天国闪电Ⅲ', 'Lv.大海波浪Ⅲ']"
300,墨丘利兽,,究极体,病毒,风,2,20,防御,"['音速迦奥迦兽', '黑兽人加鲁鲁']",[],"('等级：55', 'HP：', 'SP：', 'ATK：130', 'DEF：', 'INT：110', 'SPD：160', '友情：', '才能：20', '')","('HP：830', 'SP：66', 'ATK：125', 'INT：88', 'DEF：75', 'SPD：138')","('HP：1810', 'SP：164', 'ATK：232', 'INT：195', 'DEF：202', 'SPD：216')","('野性的鼓动', 'SPD提升15%。')","[('千打重击', '对敌方单体发动风属性威力15的物理攻击8次。容易产生CRT。')]","['Lv.地牛翻身Ⅱ', 'Lv.烈风利爪Ⅲ', 'Lv.复活', 'Lv.音速空洞Ⅲ', 'Lv.狂风暴雨Ⅲ']"
301,终极巨龙兽,,究极体,病毒,雷,3,18,攻击,"['大古拉兽', '机械暴龙兽', '钢铁巨龙兽']",[],"('等级：55', 'HP：1300', 'SP：', 'ATK：180', 'DEF：150', 'INT：', 'SPD：', '友情：', '才能：20', '')","('HP：1100', 'SP：44', 'ATK：155', 'INT：35', 'DEF：105', 'SPD：91')","('HP：2270', 'SP：122', 'ATK：282', 'INT：113', 'DEF：222', 'SPD：189')","('威吓', '发动攻击时，有10%的机率使对方眩晕。')","[('惊骇电磁炮', '对敌方单体发动威力125的雷属性物理攻击，并有50%的机率使对方麻痹。')]","['Lv.马赫突击Ⅱ', 'Lv.奈米机械破坏Ⅲ', 'Lv.守备破坏力场', 'Lv.速度破坏力场', 'Lv.闪电坠击Ⅲ']"
302,利维坦兽,利维亚兽,究极体,病毒,水,1,22,HP,"['达高兽', '怪蛙皇', '超海龙兽']",[],"('等级：60', 'HP：2000', 'SP：140', 'ATK：140', 'DEF：140', 'INT：140', 'SPD：', '友情：', '才能：80', '')","('HP：1100', 'SP：76', 'ATK：115', 'INT：95', 'DEF：105', 'SPD：89')","('HP：2370', 'SP：164', 'ATK：222', 'INT：193', 'DEF：212', 'SPD：177')","('嫉妒', '对手为究极体以上时，给予的伤害增加15%。')","[('魔颚', '对敌方单体发动威力145的水属性物理攻击，并有15%的机率使对方立即死亡。')]","['Lv.寒冰之箭Ⅲ', 'Lv.雄伟巨石Ⅲ', 'Lv.守备破坏力场', 'Lv.力量能源Ⅲ', 'Lv.大海波浪Ⅲ']"
303,莉莉丝兽,,究极体,病毒,暗,2,22,智力,"['丁香兽', '女恶魔兽']",[],"('等级：60', 'HP：', 'SP：200', 'ATK：', 'DEF：', 'INT：250', 'SPD：130', '友情：', '才能：80', '')","('HP：550', 'SP：140', 'ATK：60', 'INT：160', 'DEF：60', 'SPD：115')","('HP：1330', 'SP：267', 'ATK：138', 'INT：287', 'DEF：148', 'SPD：232')","('色欲', '受到物理攻击时，伤害减少10%并轉換为SP。')","[('幻影苦痛', '对敌方单体发动暗属性特大威力的INT贯穿攻击，并有35%的机率使对方中毒。')]","['Lv.地狱粉碎Ⅱ', 'Lv.精神耗竭', 'Lv.梦魇Ⅲ', 'Lv.攻击破坏力场', 'Lv.地狱粉碎Ⅲ']"
304,鸦神兽,渡鸦兽,究极体,疫苗,风,3,18,速度,"['飞行V龙兽', '伽楼达兽', '八咫鸦兽']",['鸦神兽BM'],"('等级：55', 'HP：', 'SP：', 'ATK：130', 'DEF：', 'INT：', 'SPD：160', '友情：', '才能：20', '')","('HP：600', 'SP：90', 'ATK：90', 'INT：90', 'DEF：70', 'SPD：140')","('HP：1480', 'SP：197', 'ATK：188', 'INT：188', 'DEF：168', 'SPD：267')","('风之守卫', '风属性技能造成的伤害增加15%。')","[('天之尾羽张', '对敌方全体发动威力90的雷属性魔法攻击。')]","['Lv.音速空洞Ⅲ', 'Lv.灵气', 'Lv.狂风暴雨Ⅱ', 'Lv.速度填充力场', 'Lv.狂风暴雨Ⅲ']"
305,鸦神兽BM,渡鸦兽BM,究极体,疫苗,风,2,20,速度,['鸦神兽'],[],"('等级：60', 'HP：', 'SP：160', 'ATK：', 'DEF：', 'INT：', 'SPD：250', '友情：100', '才能：30', '')","('HP：600', 'SP：80', 'ATK：100', 'INT：95', 'DEF：90', 'SPD：150')","('HP：1480', 'SP：187', 'ATK：198', 'INT：193', 'DEF：188', 'SPD：277')","('无双天翔翼之阵', '雷·风属性所给予的伤害增加10%。')","[('怒涛暗供丧之舞', '给予敌单体8次威力20的暗属性物理攻击。伤害值易产生浮动。')]","['Lv.结构痛击', 'Lv.速度破坏力场', 'Lv.角色倒置', 'Lv.状态屏障', 'Lv.辅助终结']"
306,剑皇兽,领主骑士兽,究极体,病毒,暗,2,22,速度,"['骑士兽', '神圣天使兽']",[],"('等级：60', 'HP：', 'SP：', 'ATK：120', 'DEF：', 'INT：135', 'SPD：150', '友情：50', '才能：80', '')","('HP：800', 'SP：100', 'ATK：95', 'INT：95', 'DEF：90', 'SPD：130')","('HP：1680', 'SP：207', 'ATK：193', 'INT：193', 'DEF：188', 'SPD：257')","('冷酷无情', '给予有利属性的伤害增加15%。')","[('螺旋假面舞蹈会', '对敌方单体发动4次威力30的暗属性物理攻击，并有30%的机率使自己的SPD提升20%。'), ('银色恐惧', '对敌方单体发动火属性超高威力的DEF贯穿攻击，并有30%的机率使对方眩晕。')]","['Lv.破坏加农Ⅲ', 'Lv.地狱粉碎Ⅱ', 'Lv.速度破坏力场', 'Lv.盖亚元素Ⅲ', 'Lv.地狱粉碎Ⅲ']"
307,蔷薇兽,,究极体,资料,木,3,18,万能,"['南瓜兽', '丁香兽', '花仙兽']",['蔷薇兽BM'],"('等级：55', 'HP：', 'SP：120', 'ATK：', 'DEF：', 'INT：120', 'SPD：', '友情：', '才能：20', '')","('HP：800', 'SP：94', 'ATK：95', 'INT：100', 'DEF：80', 'SPD：91')","('HP：1870', 'SP：201', 'ATK：193', 'INT：198', 'DEF：178', 'SPD：198')","('剧毒的荆棘', '发动攻击时，有10%的机率使对方中毒。')","[('荆棘之鞭', '对敌方单体发动威力120的木属性物理攻击，吸收50%HP，并有30%的机率使对方麻痹。')]","['Lv.符文之森Ⅱ', 'Lv.盖亚元素Ⅲ', 'Lv.最终灵气', 'Lv.智能填充力场', 'Lv.符文之森Ⅲ']"
308,蔷薇兽BM,,究极体,资料,木,3,20,万能,['蔷薇兽'],[],"('等级：60', 'HP：', 'SP：170', 'ATK：', 'DEF：', 'INT：180', 'SPD：', '友情：100', '才能：30', '')","('HP：950', 'SP：90', 'ATK：100', 'INT：110', 'DEF：90', 'SPD：90')","('HP：2020', 'SP：197', 'ATK：198', 'INT：208', 'DEF：188', 'SPD：197')","('生命之树', '每回合回复HP最大值的5%，因HP吸收效果，回复量增加20%。')","[('诱惑之唇', '对敌方单体发动光属性高威力的INT贯穿攻击，并吸收HP50%。')]","['Lv.最终治愈', 'Lv.智能破坏力场', 'Lv.复活', 'Lv.安全守护', 'Lv.完美复活']"
309,莲花兽,,究极体,资料,木,3,18,智力,"['丁香兽', '花仙兽', '女恶魔兽']",[],"('等级：55', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：170', 'SPD：130', '友情：', '才能：20', '')","('HP：550', 'SP：125', 'ATK：35', 'INT：150', 'DEF：65', 'SPD：110')","('HP：1330', 'SP：252', 'ATK：113', 'INT：277', 'DEF：153', 'SPD：227')","('花朵守卫', '不会陷入剧毒状态')","[('七重幻想曲', '对敌方全体发动威力75的光属性魔法攻击，并有20%的机率使对方混乱。')]","['Lv.符文之森Ⅱ', 'Lv.盖亚元素Ⅲ', 'Lv.X灵气', 'Lv.辅助终结', 'Lv.符文之森Ⅲ']"
310,灭世魔兽,,超究极体,自由,暗,1,25,攻击,['超恶魔兽'],[],"('等级：70', 'HP：2000', 'SP：140', 'ATK：290', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：100', '')","('HP：1180', 'SP：75', 'ATK：192', 'INT：45', 'DEF：75', 'SPD：115')","('HP：2350', 'SP：153', 'ATK：319', 'INT：123', 'DEF：192', 'SPD：213')","('逆袭', '对皇家騎士的损伤增加50%')","[('终极爆炎炮', '对敌方单体发动火属性威力90的物理攻击3次。使用后将因反作用力一回合无法行动。'), ('黑雨', '对敌方全体发动暗属性威力110的物理攻击。使对方20%机率产生混乱。')]","['Lv.地狱粉碎Ⅲ', 'Lv.剧毒陷阱', 'Lv.马赫突击Ⅲ', 'Lv.云雾汽油弹Ⅲ', 'Lv.智能破坏力场']"
311,阿卡迪兽超究极体,,超究极体,病毒,暗,2,25,万能,['阿卡迪兽究极体'],[],"('等级：70', 'HP：', 'SP：150', 'ATK：250', 'DEF：', 'INT：150', 'SPD：160', '友情：', '才能：60', '骇客追忆通关')","('HP：980', 'SP：105', 'ATK：155', 'INT：85', 'DEF：60', 'SPD：117')","('HP：2050', 'SP：212', 'ATK：253', 'INT：183', 'DEF：158', 'SPD：224')","('理想乡', '降低受到即死效果的机率50%，提升CRT发生率10%。')","[('神之矩阵', '对敌方全体发动无属性高威力的DEF贯穿攻击，吸取10%的HP。')]","['Lv20.重度强袭Ⅲ', 'Lv35.角色倒置', 'Lv50.智能破坏力场', 'Lv65.守备破坏力场', 'Lv80.地狱粉碎Ⅲ']"
312,阿尔法兽 王龙剑,阿尔法兽：王龙剑,超究极体,疫苗,无,1,25,万能,"['阿尔法兽', '王龙兽']",[],"('等级：60', 'HP：', 'SP：', 'ATK：180', 'DEF：170', 'INT：150', 'SPD：', '友情：100', '才能：80', '合体进化')","('HP：1000', 'SP：80', 'ATK：130', 'INT：110', 'DEF：100', 'SPD：100')","('HP：2070', 'SP：187', 'ATK：228', 'INT：208', 'DEF：198', 'SPD：207')","('爆裂进化', '增加所给予的伤害10%。')","[('究极战刃王龙剑', '对敌方单体发动无属性特高威力的DEF贯穿攻击。')]","['Lv.重度强袭Ⅲ', 'Lv.最终灵气', 'Lv.顶级锁链', 'Lv.神圣钩爪Ⅲ', 'Lv.破坏加农Ⅲ']"
313,帝皇龙甲兽PM,,超究极体,疫苗,光,2,25,万能,['帝皇龙甲兽DM'],[],"('等级：70', 'HP：', 'SP：', 'ATK：160', 'DEF：160', 'INT：160', 'SPD：160', '友情：', '才能：100', '')","('HP：1000', 'SP：105', 'ATK：105', 'INT：105', 'DEF：105', 'SPD：100')","('HP：2070', 'SP：212', 'ATK：203', 'INT：203', 'DEF：203', 'SPD：207')","('救世的护法', '受到不利种族的伤害减少15%。')","[('奥米加之剑', '对敌方单体发动威力150的光属性物理攻击，并有30%的机率使对方液晶化。')]","['Lv.神圣之光Ⅲ', 'Lv.智能填充力场', 'Lv.神圣钩爪Ⅲ', 'Lv.回复', 'Lv.完美复活']"
314,艾克萨兽,艾可萨兽,超究极体,资料,风,2,25,万能,"['斩龙兽', '破坏龙兽']",[],"('等级：60', 'HP：1650', 'SP：', 'ATK：150', 'DEF：', 'INT：', 'SPD：150', '友情：100', '才能：100', '合体进化')","('HP：1200', 'SP：95', 'ATK：130', 'INT：85', 'DEF：90', 'SPD：105')","('HP：2270', 'SP：202', 'ATK：228', 'INT：183', 'DEF：188', 'SPD：212')","('卡里德福洛斯', 'ACU和EVA提升5%，CRT提升10%。')","[('大龙头之光荣', '对敌方单体发动威力145的雷属性物理攻击。'), ('龙魂衝击', '对敌方全体发动威力100的火属性物理攻击，并产生击退效果。')]","['Lv.烈风利爪Ⅲ', 'Lv.狂风暴雨Ⅱ', 'Lv.流星坠落Ⅱ', 'Lv.攻击破坏力场', 'Lv.狂风暴雨Ⅲ']"
315,奥米加兽,,超究极体,疫苗,光,2,25,攻击,"['战斗暴龙兽', '钢铁加鲁鲁兽']",[],"('等级：60', 'HP：', 'SP：', 'ATK：200', 'DEF：', 'INT：150', 'SPD：150', '友情：100', '才能：40', '合体进化')","('HP：1100', 'SP：65', 'ATK：145', 'INT：95', 'DEF：110', 'SPD：95')","('HP：2270', 'SP：143', 'ATK：272', 'INT：173', 'DEF：227', 'SPD：193')","('圣骑士', 'SPD增加10%，火、光属性技能造成的伤害增加10%。')","[('暴龙飓风剑', '对敌方全体发动威力115的火属性物理攻击。'), ('加鲁鲁加农炮', '对敌方单体发动水属性高威力的INT贯穿攻击。')]","['Lv.神圣钩爪Ⅲ', 'Lv.交叉拳', 'Lv.攻击填充力场', 'Lv.顶级锁链', 'Lv.神圣之光Ⅲ']"
316,黑奥米加兽,奥米加兽 兹瓦特,超究极体,疫苗,暗,2,25,防御,"['黑暗战斗暴龙兽', '钢铁加鲁鲁兽（黑）']",[],"('等级：60', 'HP：1500', 'SP：', 'ATK：150', 'DEF：200', 'INT：', 'SPD：', '友情：100', '才能：40', '合体进化')","('HP：1000', 'SP：90', 'ATK：100', 'INT：105', 'DEF：130', 'SPD：95')","('HP：1980', 'SP：188', 'ATK：207', 'INT：212', 'DEF：257', 'SPD：173')","('漆黑的骑士', 'DEF提升10%，水、暗属性技能造成的伤害增加10%。')","[('暴龙飓风剑', '对敌方全体发动威力115的火属性物理攻击。'), ('加鲁鲁加农炮', '对敌方单体发动水属性高威力的INT贯穿攻击。')]","['Lv.破坏加农Ⅲ', 'Lv.反射镜', 'Lv.加速增幅器', 'Lv.遗失锁链', 'Lv.地狱粉碎Ⅲ']"
317,混沌兽,,超究极体,疫苗,无,3,25,速攻,"['暗龙兽', '番长狮子兽']",[],"('等级：60', 'HP：', 'SP：', 'ATK：255', 'DEF：', 'INT：', 'SPD：', '友情：100', '才能：40', '合体进化')","('HP：500', 'SP：85', 'ATK：255', 'INT：50', 'DEF：50', 'SPD：130')","('HP：1670', 'SP：173', 'ATK：382', 'INT：128', 'DEF：138', 'SPD：247')","('不稳定特异', '给予的伤害增加30%，但受到的伤害也会增加30%。')","[('霸王两断剑', '给予敌单体威力150的无属性物理攻击。伤害值易产生浮动。'), ('黑暗阳焰', '对敌方单体发动暗属性特高威力的INT贯穿攻击。对手将有50%的机率液晶化。')]","['Lv.安全守护', 'Lv.死亡召唤', 'Lv.破坏加农Ⅲ', 'Lv.神圣钩爪Ⅲ', 'Lv.角色倒置']"
318,混沌兽VA,混沌兽：瓦尔德臂,超究极体,疫苗,光,3,25,速度,"['瓦尔德兽', '番长狮子兽']",[],"('等级：60', 'HP：', 'SP：', 'ATK：155', 'DEF：', 'INT：100', 'SPD：', '友情：100', '才能：40', '合体进化')","('HP：350', 'SP：85', 'ATK：205', 'INT：155', 'DEF：35', 'SPD：105')","('HP：1230', 'SP：192', 'ATK：303', 'INT：253', 'DEF：133', 'SPD：232')","('不稳定特异', '给予的伤害增加30%，但受到的伤害也会增加30%。')","[('霸王两断剑', '给予敌单体威力150的无属性物理攻击。伤害值易产生浮动。'), ('极光冲弹', '对敌方单体发动光属性威力120的魔法攻击。解除对方提升的基本状态。')]","['Lv.安全守护', 'Lv.辅助终结', 'Lv.神圣之光Ⅲ', 'Lv.神圣钩爪Ⅲ', 'Lv.角色倒置']"
319,金刚武神兽,须佐之男兽,超究极体,疫苗,光,1,25,攻击,"['凯撒暴龙兽', '铠甲加鲁鲁兽']",[],"('等级：60', 'HP：1000', 'SP：', 'ATK：150', 'DEF：', 'INT：150', 'SPD：', '友情：100', '才能：100', '合体进化')","('HP：1050', 'SP：90', 'ATK：120', 'INT：110', 'DEF：100', 'SPD：100')","('HP：2220', 'SP：168', 'ATK：247', 'INT：188', 'DEF：217', 'SPD：198')","('武神', 'ATK与INT上升10%，增加光属性技能所给予的伤害10%。')","[('天羽羽斩', '对敌方全体发动光属性威力110的物理攻击。必定命中。'), ('八雷神', '对敌方单体发动雷属性威力20的魔法攻击8次。使对方30%机率麻痹。')]","['Lv.神圣钩爪Ⅲ', 'Lv.闪耀雷射Ⅲ', 'Lv.驱散', 'Lv.顶级锁链', 'Lv.完美复活']"
320,红莲骑士兽CM,公爵兽CM,超究极体,病毒,光,2,25,速攻,['红莲骑士兽'],[],"('等级：80', 'HP：', 'SP：', 'ATK：185', 'DEF：185', 'INT：185', 'SPD：', '友情：100', '才能：80', '')","('HP：900', 'SP：95', 'ATK：140', 'INT：100', 'DEF：80', 'SPD：115')","('HP：2070', 'SP：183', 'ATK：267', 'INT：178', 'DEF：168', 'SPD：232')","('真紅莲形态', 'ATK·DEF·INT·SPD上升10%。')","[('Quo Vadis君往何处', '对敌方单体发动光属性高威力的DEF贯穿攻击。必定命中。10%机率使对方立即死亡。')]","['Lv.闪耀雷射Ⅲ', 'Lv.马赫突击Ⅲ', 'Lv.驱散', 'Lv.回复', 'Lv.最终治愈']"
321,贝尔菲兽RM,,超究极体,病毒,暗,2,25,攻击,[],['贝尔菲兽SM'],"('等级：', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：', '「贝尔菲兽SM」形态切换')","('HP：1200', 'SP：45', 'ATK：184', 'INT：70', 'DEF：110', 'SPD：91')","('HP：2370', 'SP：123', 'ATK：311', 'INT：148', 'DEF：227', 'SPD：189')","('愤怒的咆哮', '发动攻击时，对方若为完全体以下，有30%的机率使对方立即死亡。')","[('暗黑天赋', '对敌方单体发动暗属性超高威力的DEF贯穿攻击。')]","['Lv20.破坏加农Ⅲ', 'Lv35.负极锁链', 'Lv50.雄伟巨石Ⅲ', 'Lv65.智能破坏力场', 'Lv80.地狱粉碎Ⅲ']"
322,光明兽SM,,超究极体,病毒,暗,2,25,智力,['光明兽FM'],[],"('等级：70', 'HP：1400', 'SP：160', 'ATK：130', 'DEF：', 'INT：250', 'SPD：170', '友情：', '才能：100', '')","('HP：1100', 'SP：110', 'ATK：50', 'INT：170', 'DEF：80', 'SPD：100')","('HP：1880', 'SP：237', 'ATK：128', 'INT：297', 'DEF：168', 'SPD：217')","('矶汉那', '受到魔法攻击时，伤害减少10%并轉化为HP。')","[('神之赎罪', '对敌方全体发动威力200的光属性魔法攻击，降低自己的INT50%，ACU90%。')]","['Lv.梦魇Ⅲ', 'Lv.智能破坏力场', 'Lv.马赫突击Ⅲ', 'Lv.地狱粉碎Ⅲ', 'Lv.辅助终结']"
323,烈焰兽,烈焰龙兽,,,,,,,[],[],"('等级：', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：', 'SP：', 'ATK：', 'INT：', 'DEF：', 'SPD：')","('HP：', 'SP：', 'ATK：', 'INT：', 'DEF：', 'SPD：')","('', '')","[('', '')]",[]
324,金甲龙兽,,装甲体,自由,土,2,22,防御,"['V仔兽', '守卫兽（金）']",[],"('等级：60', 'HP：', 'SP：', 'ATK：120', 'DEF：145', 'INT：', 'SPD：', '友情：50', '才能：80', '奇迹装甲拥有')","('HP：750', 'SP：75', 'ATK：115', 'INT：95', 'DEF：145', 'SPD：85')","('HP：1730', 'SP：173', 'ATK：222', 'INT：202', 'DEF：272', 'SPD：163')","('奇迹', '有10%的机率使受到的伤害减少75%。')","[('闪金太阳风暴', '对敌方全体发动威力75的光属性魔法攻击，并使自己的DEF提升15%。'), ('等离子射击', '对敌方全体发动3次威力35的火属性物理攻击。')]","['Lv20.地牛翻身Ⅱ', 'Lv35.复活', 'Lv50.彗星重锤Ⅲ', 'Lv65.守备填充力场', 'Lv80.地牛翻身Ⅲ']"
325,拉比兽（盔甲）,拉比兽（装甲体）,装甲体,疫苗,光,3,18,防御,"['大耳兽', '守卫兽（金）']",[],"('等级：50', 'HP：', 'SP：', 'ATK：100', 'DEF：120', 'INT：120', 'SPD：', '友情：50', '才能：40', '命运装甲拥有')","('HP：650', 'SP：65', 'ATK：105', 'INT：105', 'DEF：115', 'SPD：85')","('HP：1630', 'SP：163', 'ATK：212', 'INT：212', 'DEF：242', 'SPD：163')","('命运', '每回合回复最大HP和最大SP的3%。')","[('黄金三角', '对敌方单体发动威力110的光属性魔法攻击，并有20%的机率使自己的基礎状态提升10%。')]","['Lv20.神圣钩爪Ⅲ', 'Lv35.闪耀雷射Ⅱ', 'Lv50.驱散', 'Lv65.速度填充力场', 'Lv80.闪耀雷射Ⅲ']"
